"AlbumId","GenreId","ArtistId","Title","Price","AlbumArtUrl"
"62","1","89","Compositores","8.99","/Content/Images/placeholder.gif"
"63","1","93","Bark at the Moon (Remastered)","8.99","/Content/Images/placeholder.gif"
"64","1","93","Blizzard of Ozz","8.99","/Content/Images/placeholder.gif"
"65","1","93","Diary of a Madman (Remastered)","8.99","/Content/Images/placeholder.gif"
"66","1","93","No More Tears (Remastered)","8.99","/Content/Images/placeholder.gif"
"67","1","93","Speak of the Devil","8.99","/Content/Images/placeholder.gif"
"68","1","94","Walking Into Clarksdale","8.99","/Content/Images/placeholder.gif"
"69","1","95","The Beast Live","8.99","/Content/Images/placeholder.gif"
"70","1","96","Live On Two Legs [Live]","8.99","/Content/Images/placeholder.gif"
"71","1","96","Riot Act","8.99","/Content/Images/placeholder.gif"
"72","1","96","Ten","8.99","/Content/Images/placeholder.gif"
"73","1","96","Vs.","8.99","/Content/Images/placeholder.gif"
"74","1","97","Dark Side Of The Moon","8.99","/Content/Images/placeholder.gif"
"75","1","98","Greatest Hits I","8.99","/Content/Images/placeholder.gif"
"76","1","98","Greatest Hits II","8.99","/Content/Images/placeholder.gif"
"77","1","98","News Of The World","8.99","/Content/Images/placeholder.gif"
"78","1","99","New Adventures In Hi-Fi","8.99","/Content/Images/placeholder.gif"
"79","1","100","Raul Seixas","8.99","/Content/Images/placeholder.gif"
"80","1","101","By The Way","8.99","/Content/Images/placeholder.gif"
"81","1","101","Californication","8.99","/Content/Images/placeholder.gif"
"82","1","104","Retrospective I (1974-1980)","8.99","/Content/Images/placeholder.gif"
"83","1","105","Santana - As Years Go By","8.99","/Content/Images/placeholder.gif"
"84","1","105","Santana Live","8.99","/Content/Images/placeholder.gif"
"85","1","105","Supernatural","8.99","/Content/Images/placeholder.gif"
"86","1","109","Maquinarama","8.99","/Content/Images/placeholder.gif"
"87","1","109","O Samba Poconé","8.99","/Content/Images/placeholder.gif"
"88","1","110","A-Sides","8.99","/Content/Images/placeholder.gif"
"89","1","113","Core","8.99","/Content/Images/placeholder.gif"
"90","1","116","[1997] Black Light Syndrome","8.99","/Content/Images/placeholder.gif"
"91","1","119","Beyond Good And Evil","8.99","/Content/Images/placeholder.gif"
"92","1","120","The Doors","8.99","/Content/Images/placeholder.gif"
"93","1","122","The Police Greatest Hits","8.99","/Content/Images/placeholder.gif"
"94","1","123","Every Kind of Light","8.99","/Content/Images/placeholder.gif"
"95","1","124","Hot Rocks, 1964-1971 (Disc 1)","8.99","/Content/Images/placeholder.gif"
"96","1","124","No Security","8.99","/Content/Images/placeholder.gif"
"97","1","124","Voodoo Lounge","8.99","/Content/Images/placeholder.gif"
"98","1","125","My Generation - The Very Best Of The Who","8.99","/Content/Images/placeholder.gif"
"99","1","128","Achtung Baby","8.99","/Content/Images/placeholder.gif"
"100","1","128","B-Sides 1980-1990","8.99","/Content/Images/placeholder.gif"
"101","1","128","How To Dismantle An Atomic Bomb","8.99","/Content/Images/placeholder.gif"
"102","1","128","Pop","8.99","/Content/Images/placeholder.gif"
"103","1","128","Rattle And Hum","8.99","/Content/Images/placeholder.gif"
"104","1","128","The Best Of 1980-1990","8.99","/Content/Images/placeholder.gif"
"105","1","128","War","8.99","/Content/Images/placeholder.gif"
"106","1","128","Zooropa","8.99","/Content/Images/placeholder.gif"
"107","1","130","Diver Down","8.99","/Content/Images/placeholder.gif"
"108","1","130","The Best Of Van Halen, Vol. I","8.99","/Content/Images/placeholder.gif"
"109","1","130","Van Halen III","8.99","/Content/Images/placeholder.gif"
"110","1","130","Van Halen","8.99","/Content/Images/placeholder.gif"
"111","1","132","Contraband","8.99","/Content/Images/placeholder.gif"
"112","2","2","A Copland Celebration, Vol. I","8.99","/Content/Images/placeholder.gif"
"113","2","6","Górecki: Symphony No. 3","8.99","/Content/Images/placeholder.gif"
"114","2","16","The Last Night of the Proms","8.99","/Content/Images/placeholder.gif"
"115","2","17","Sibelius: Finlandia","8.99","/Content/Images/placeholder.gif"
"116","2","18","Mozart: Symphonies Nos. 40 & 41","8.99","/Content/Images/placeholder.gif"
"117","2","22","Carmina Burana","8.99","/Content/Images/placeholder.gif"
"118","2","23","A Soprano Inspired","8.99","/Content/Images/placeholder.gif"
"119","2","30","Scheherazade","8.99","/Content/Images/placeholder.gif"
"120","2","34","SCRIABIN: Vers la flamme","8.99","/Content/Images/placeholder.gif"
"121","2","45","Adams, John: The Chairman Dances","8.99","/Content/Images/placeholder.gif"
"122","2","47","Pachelbel: Canon & Gigue","8.99","/Content/Images/placeholder.gif"
"123","2","49","Respighi:Pines of Rome","8.99","/Content/Images/placeholder.gif"
"124","2","49","Strauss: Waltzes","8.99","/Content/Images/placeholder.gif"
"125","2","58","Nielsen: The Six Symphonies","8.99","/Content/Images/placeholder.gif"
"126","2","62","Mascagni: Cavalleria Rusticana","8.99","/Content/Images/placeholder.gif"
"127","2","69","Weill: The Seven Deadly Sins","8.99","/Content/Images/placeholder.gif"
"128","2","74","Tchaikovsky: The Nutcracker","8.99","/Content/Images/placeholder.gif"
"129","2","79","Szymanowski: Piano Works, Vol. 1","8.99","/Content/Images/placeholder.gif"
"130","2","81","Berlioz: Symphonie Fantastique","8.99","/Content/Images/placeholder.gif"
"131","2","81","Prokofiev: Romeo & Juliet","8.99","/Content/Images/placeholder.gif"
"132","2","86","Mozart: Chamber Music","8.99","/Content/Images/placeholder.gif"
"133","2","87","The Best of Beethoven","8.99","/Content/Images/placeholder.gif"
"134","2","91","Bach: The Brandenburg Concertos","8.99","/Content/Images/placeholder.gif"
"135","2","102","Purcell: The Fairy Queen","8.99","/Content/Images/placeholder.gif"
"136","2","103","Haydn: Symphonies 99 - 104","8.99","/Content/Images/placeholder.gif"
"137","2","106","Handel: The Messiah (Highlights)","8.99","/Content/Images/placeholder.gif"
"138","2","107","Prokofiev: Symphony No.1","8.99","/Content/Images/placeholder.gif"
"139","2","108","Wagner: Favourite Overtures","8.99","/Content/Images/placeholder.gif"
"140","2","117","South American Getaway","8.99","/Content/Images/placeholder.gif"
"141","2","121","English Renaissance","8.99","/Content/Images/placeholder.gif"
"142","2","127","Bach: Toccata & Fugue in D Minor","8.99","/Content/Images/placeholder.gif"
"143","2","134","Bach: Goldberg Variations","8.99","/Content/Images/placeholder.gif"
"144","2","135","Bartok: Violin & Viola Concertos","8.99","/Content/Images/placeholder.gif"
"145","2","136","Bach: The Cello Suites","8.99","/Content/Images/placeholder.gif"
"146","3","3","Worlds","8.99","/Content/Images/placeholder.gif"
"147","3","8","Quiet Songs","8.99","/Content/Images/placeholder.gif"
"148","3","13","Warner 25 Anos","8.99","/Content/Images/placeholder.gif"
"149","3","19","The Best Of Billy Cobham","8.99","/Content/Images/placeholder.gif"
"150","3","40","Outbreak","8.99","/Content/Images/placeholder.gif"
"151","3","55","Quanta Gente Veio ver--Bônus De Carnaval","8.99","/Content/Images/placeholder.gif"
"152","3","60","Blue Moods","8.99","/Content/Images/placeholder.gif"
"153","3","82","Miles Ahead","8.99","/Content/Images/placeholder.gif"
"154","3","82","The Essential Miles Davis [Disc 1]","8.99","/Content/Images/placeholder.gif"
"155","3","82","The Essential Miles Davis [Disc 2]","8.99","/Content/Images/placeholder.gif"
"156","3","111","Heart of the Night","8.99","/Content/Images/placeholder.gif"
"157","3","111","Morning Dance","8.99","/Content/Images/placeholder.gif"
"158","4","11","Frank","8.99","/Content/Images/placeholder.gif"
"159","4","131","Axé Bahia 2001","8.99","/Content/Images/placeholder.gif"
"160","5","12","Ring My Bell","8.99","/Content/Images/placeholder.gif"
"161","5","29","Le Freak","8.99","/Content/Images/placeholder.gif"
"162","5","42","MacArthur Park Suite","8.99","/Content/Images/placeholder.gif"
"163","6","13","Chill: Brazil (Disc 2)","8.99","/Content/Images/placeholder.gif"
"164","6","25","Prenda Minha","8.99","/Content/Images/placeholder.gif"
"165","6","25","Sozinho Remix Ao Vivo","8.99","/Content/Images/placeholder.gif"
"166","6","28","Cássia Eller - Sem Limite [Disc 1]","8.99","/Content/Images/placeholder.gif"
"167","6","31","Minha Historia","8.99","/Content/Images/placeholder.gif"
"168","6","32","Afrociberdelia","8.99","/Content/Images/placeholder.gif"
"169","6","32","Da Lama Ao Caos","8.99","/Content/Images/placeholder.gif"
"170","6","36","Na Pista","8.99","/Content/Images/placeholder.gif"
"171","6","41","Djavan Ao Vivo - Vol. 02","8.99","/Content/Images/placeholder.gif"
"172","6","41","Djavan Ao Vivo - Vol. 1","8.99","/Content/Images/placeholder.gif"
"173","6","44","The Best of Ed Motta","8.99","/Content/Images/placeholder.gif"
"174","6","46","Elis Regina-Minha História","8.99","/Content/Images/placeholder.gif"
"175","6","48","Unplugged","8.99","/Content/Images/placeholder.gif"
"176","6","51","Deixa Entrar","8.99","/Content/Images/placeholder.gif"
"177","6","54","Roda De Funk","8.99","/Content/Images/placeholder.gif"
"178","6","55","Quanta Gente Veio Ver (Live)","8.99","/Content/Images/placeholder.gif"
"179","6","57","Meus Momentos","8.99","/Content/Images/placeholder.gif"
"180","6","66","Jorge Ben Jor 25 Anos","8.99","/Content/Images/placeholder.gif"
"181","6","67","Jota Quest-1995","8.99","/Content/Images/placeholder.gif"
"182","6","72","Mais Do Mesmo","8.99","/Content/Images/placeholder.gif"
"183","6","75","Duos II","8.99","/Content/Images/placeholder.gif"
"184","6","76","Chill: Brazil (Disc 1)","8.99","/Content/Images/placeholder.gif"
"185","6","78","Barulhinho Bom","8.99","/Content/Images/placeholder.gif"
"186","6","83","Milton Nascimento Ao Vivo","8.99","/Content/Images/placeholder.gif"
"187","6","83","Minas","8.99","/Content/Images/placeholder.gif"
"188","6","90","Olodum","8.99","/Content/Images/placeholder.gif"
"189","6","92","Acústico MTV","8.99","/Content/Images/placeholder.gif"
"190","6","92","Arquivo II","8.99","/Content/Images/placeholder.gif"
"191","6","92","Arquivo Os Paralamas Do Sucesso","8.99","/Content/Images/placeholder.gif"
"192","6","126","Serie Sem Limite (Disc 1)","8.99","/Content/Images/placeholder.gif"
"193","6","126","Serie Sem Limite (Disc 2)","8.99","/Content/Images/placeholder.gif"
"194","6","131","Sambas De Enredo 2001","8.99","/Content/Images/placeholder.gif"
"195","6","131","Vozes do MPB","8.99","/Content/Images/placeholder.gif"
"196","6","133","Vinicius De Moraes","8.99","/Content/Images/placeholder.gif"
"197","6","137","Ao Vivo [IMPORT]","8.99","/Content/Images/placeholder.gif"
"198","7","14","Plays Metallica By Four Cellos","8.99","/Content/Images/placeholder.gif"
"199","7","20","Alcohol Fueled Brewtality Live! [Disc 1]","8.99","/Content/Images/placeholder.gif"
"200","7","20","Alcohol Fueled Brewtality Live! [Disc 2]","8.99","/Content/Images/placeholder.gif"
"201","7","21","Black Sabbath Vol. 4 (Remaster)","8.99","/Content/Images/placeholder.gif"
"202","7","21","Black Sabbath","8.99","/Content/Images/placeholder.gif"
"203","7","24","Chemical Wedding","8.99","/Content/Images/placeholder.gif"
"204","7","56","Faceless","8.99","/Content/Images/placeholder.gif"
"205","7","59","Use Your Illusion II","8.99","/Content/Images/placeholder.gif"
"206","7","61","A Real Dead One","8.99","/Content/Images/placeholder.gif"
"207","7","61","A Real Live One","8.99","/Content/Images/placeholder.gif"
"208","7","61","Live After Death","8.99","/Content/Images/placeholder.gif"
"209","7","61","No Prayer For The Dying","8.99","/Content/Images/placeholder.gif"
"210","7","61","Piece Of Mind","8.99","/Content/Images/placeholder.gif"
"211","7","61","Powerslave","8.99","/Content/Images/placeholder.gif"
"212","7","61","Rock In Rio [CD1]","8.99","/Content/Images/placeholder.gif"
"213","7","61","Rock In Rio [CD2]","8.99","/Content/Images/placeholder.gif"
"214","7","61","Seventh Son of a Seventh Son","8.99","/Content/Images/placeholder.gif"
"215","7","61","Somewhere in Time","8.99","/Content/Images/placeholder.gif"
"216","7","61","The Number of The Beast","8.99","/Content/Images/placeholder.gif"
"217","7","68","Living After Midnight","8.99","/Content/Images/placeholder.gif"
"218","7","73","Greatest Hits","8.99","/Content/Images/placeholder.gif"
"219","7","80","...And Justice For All","8.99","/Content/Images/placeholder.gif"
"220","7","80","Black Album","8.99","/Content/Images/placeholder.gif"
"221","7","80","Garage Inc. (Disc 1)","8.99","/Content/Images/placeholder.gif"
"222","7","80","Garage Inc. (Disc 2)","8.99","/Content/Images/placeholder.gif"
"223","7","80","Load","8.99","/Content/Images/placeholder.gif"
"224","7","80","Master Of Puppets","8.99","/Content/Images/placeholder.gif"
"225","7","80","ReLoad","8.99","/Content/Images/placeholder.gif"
"226","7","80","Ride The Lightning","8.99","/Content/Images/placeholder.gif"
"227","7","80","St. Anger","8.99","/Content/Images/placeholder.gif"
"228","7","84","Motley Crue Greatest Hits","8.99","/Content/Images/placeholder.gif"
"229","7","85","Ace Of Spades","8.99","/Content/Images/placeholder.gif"
"230","7","93","Tribute","8.99","/Content/Images/placeholder.gif"
"231","7","114","Mezmerize","8.99","/Content/Images/placeholder.gif"
"232","8","15","Revelations","8.99","/Content/Images/placeholder.gif"
"233","8","26","Cake: B-Sides and Rarities","8.99","/Content/Images/placeholder.gif"
"234","8","27","Carried to Dust (Bonus Track Version)","8.99","/Content/Images/placeholder.gif"
"235","8","33","Carry On","8.99","/Content/Images/placeholder.gif"
"236","8","115","Temple of the Dog","8.99","/Content/Images/placeholder.gif"
"237","9","35","Acústico MTV [Live]","8.99","/Content/Images/placeholder.gif"
"238","9","35","Cidade Negra - Hits","8.99","/Content/Images/placeholder.gif"
"239","9","73","Greatest Hits","8.99","/Content/Images/placeholder.gif"
"240","9","129","UB40 The Best Of - Volume Two [UK]","8.99","/Content/Images/placeholder.gif"
"241","10","48","The Cream Of Clapton","8.99","/Content/Images/placeholder.gif"
"242","10","48","Unplugged","8.99","/Content/Images/placeholder.gif"
"243","10","61","Iron Maiden","8.99","/Content/Images/placeholder.gif"
"244","10","112","In Step","8.99","/Content/Images/placeholder.gif"
"245","10","118","Live [Disc 1]","8.99","/Content/Images/placeholder.gif"
"246","10","118","Live [Disc 2]","8.99","/Content/Images/placeholder.gif"
